@relation all.2024-05-27_10_14_01.720868


@attribute QUANTIFIERS0 {ForAll, Exists}
@attribute NUM0 NUMERIC
@attribute RELATIONALS0 {<, >, <=, >=}
@attribute TERM0 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute LOGICALS0 {And, Or}
@attribute TERM1 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS1 {<, >, <=, >=}
@attribute NUM1 NUMERIC
@attribute QUANTIFIERS1 {ForAll, Exists}
@attribute TERM2 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS2 {<, >, <=, >=}
@attribute TERM3 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute LOGICALS1 {And, Or}
@attribute TERM4 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS3 {<, >, <=, >=}
@attribute TERM5 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS0 {+, -, *, /}
@attribute NUM2 NUMERIC
@attribute QUANTIFIERS2 {ForAll, Exists}
@attribute TERM6 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS4 {<, >, <=, >=}
@attribute TERM7 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute LOGICALS2 {And, Or}
@attribute TERM8 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS5 {<, >, <=, >=}
@attribute TERM9 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS1 {+, -, *, /}
@attribute NUM3 NUMERIC
@attribute TERM10 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS2 {+, -, *, /}
@attribute TERM11 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS6 {<, >, <=, >=}
@attribute NUM4 NUMERIC
@attribute IMP0 {Implies}
@attribute QUANTIFIERS3 {ForAll, Exists}
@attribute TERM12 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS3 {+, -, *, /}
@attribute NUM5 NUMERIC
@attribute RELATIONALS7 {<, >, <=, >=}
@attribute TERM13 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute LOGICALS3 {And, Or}
@attribute TERM14 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS8 {<, >, <=, >=}
@attribute TERM15 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS4 {+, -, *, /}
@attribute NUM6 NUMERIC
@attribute TERM16 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute ARITHMETICS5 {+, -, *, /}
@attribute TERM17 {y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)], y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1, t3, t4, t2, y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)]}
@attribute RELATIONALS9 {<, >, <=, >=}
@attribute NUM7 NUMERIC
@attribute VEREDICT {TRUE, FALSE, UNKNOWN}

@data
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.261841,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,7.781423,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.507882,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.697466,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.446182,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,10.656840,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.611772,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.735762,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.481433,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,9.809012,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.523023,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,9.478174,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,10.237602,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.653295,TRUE
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,9.463380,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.580967,UNKNOWN
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,8.553729,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.465534,UNKNOWN
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,8.736915,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.260222,UNKNOWN
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,7.119615,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,7.909548,UNKNOWN
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,7.175122,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,8.228124,UNKNOWN
ForAll,0,<=,t4,And,t4,<=,72000000,Exists,t4,<=,t3,And,t3,<=,t4,+,8000000,ForAll,t3,<=,t2,And,t2,<=,t3,+,5000000,y2[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y1[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,8.632434,Implies,ForAll,t2,+,5000000,<=,t1,And,t1,<=,t2,+,20000000,y5[ToInt(RealVal(0)+(t1-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t1-0.0)/10000.0)],>,10.283999,UNKNOWN
