@relation all.2024-05-26_09_58_30.382521


@attribute QUANTIFIERS0 {ForAll, Exists}
@attribute NUM0 NUMERIC
@attribute RELATIONALS0 {<, >, <=, >=}
@attribute TERM0 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute LOGICALS0 {And, Or}
@attribute TERM1 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute RELATIONALS1 {<, >, <=, >=}
@attribute NUM1 NUMERIC
@attribute QUANTIFIERS1 {ForAll, Exists}
@attribute TERM2 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute ARITHMETICS0 {+, -, *, /}
@attribute NUM2 NUMERIC
@attribute RELATIONALS2 {<, >, <=, >=}
@attribute TERM3 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute LOGICALS1 {And, Or}
@attribute TERM4 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute RELATIONALS3 {<, >, <=, >=}
@attribute TERM5 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute ARITHMETICS1 {+, -, *, /}
@attribute NUM3 NUMERIC
@attribute TERM6 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute ARITHMETICS2 {+, -, *, /}
@attribute TERM7 {t2, y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)], y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)], t1}
@attribute RELATIONALS4 {<, >, <=, >=}
@attribute NUM4 NUMERIC
@attribute VEREDICT {TRUE, FALSE, UNKNOWN}

@data
ForAll,11669496,<=,t1,And,t1,<=,70000000,Exists,t1,+,1222422,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.182205,TRUE
ForAll,7080503,<=,t1,And,t1,<=,70000000,Exists,t1,+,613572,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.686597,TRUE
ForAll,9357954,<=,t1,And,t1,<=,70000000,Exists,t1,+,7701370,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.278461,TRUE
ForAll,18702555,<=,t1,And,t1,<=,70000000,Exists,t1,+,7834194,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.974970,TRUE
ForAll,18367396,<=,t1,And,t1,<=,70000000,Exists,t1,+,5891368,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.008254,TRUE
ForAll,14455949,<=,t1,And,t1,<=,70000000,Exists,t1,+,5137200,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.219879,TRUE
ForAll,13400441,<=,t1,And,t1,<=,70000000,Exists,t1,+,6444169,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.525751,TRUE
ForAll,7230949,<=,t1,And,t1,<=,70000000,Exists,t1,+,9853614,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.443561,TRUE
ForAll,18499524,<=,t1,And,t1,<=,70000000,Exists,t1,+,8114407,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.530796,TRUE
ForAll,18830503,<=,t1,And,t1,<=,70000000,Exists,t1,+,3989700,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.473939,TRUE
ForAll,8412412,<=,t1,And,t1,<=,70000000,Exists,t1,+,3482042,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.225279,TRUE
ForAll,11285299,<=,t1,And,t1,<=,70000000,Exists,t1,+,5018951,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.347155,TRUE
ForAll,11749131,<=,t1,And,t1,<=,70000000,Exists,t1,+,936612,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.355888,TRUE
ForAll,15878510,<=,t1,And,t1,<=,70000000,Exists,t1,+,1111229,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.554319,TRUE
ForAll,11514399,<=,t1,And,t1,<=,70000000,Exists,t1,+,3280049,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.212504,TRUE
ForAll,18197645,<=,t1,And,t1,<=,70000000,Exists,t1,+,8433471,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.554049,TRUE
ForAll,19294489,<=,t1,And,t1,<=,70000000,Exists,t1,+,9443885,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.733556,TRUE
ForAll,19223426,<=,t1,And,t1,<=,70000000,Exists,t1,+,5888120,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.067352,TRUE
ForAll,15766714,<=,t1,And,t1,<=,70000000,Exists,t1,+,6425625,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.609886,TRUE
ForAll,4408643,<=,t1,And,t1,<=,70000000,Exists,t1,+,5846440,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.093076,TRUE
ForAll,10684871,<=,t1,And,t1,<=,70000000,Exists,t1,+,7808745,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.748267,TRUE
ForAll,6092607,<=,t1,And,t1,<=,70000000,Exists,t1,+,4557470,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.972631,TRUE
ForAll,5272687,<=,t1,And,t1,<=,70000000,Exists,t1,+,1594295,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.852963,TRUE
ForAll,15697529,<=,t1,And,t1,<=,70000000,Exists,t1,+,2066588,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.434248,TRUE
ForAll,8149292,<=,t1,And,t1,<=,70000000,Exists,t1,+,4709825,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.707564,TRUE
ForAll,17591218,<=,t1,And,t1,<=,70000000,Exists,t1,+,6661271,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.138834,TRUE
ForAll,9560886,<=,t1,And,t1,<=,70000000,Exists,t1,+,6628393,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.076703,TRUE
ForAll,5883955,<=,t1,And,t1,<=,70000000,Exists,t1,+,4331941,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.390961,TRUE
ForAll,17734416,<=,t1,And,t1,<=,70000000,Exists,t1,+,8607407,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.540705,TRUE
ForAll,5652041,<=,t1,And,t1,<=,70000000,Exists,t1,+,2563431,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.701818,TRUE
ForAll,11678348,<=,t1,And,t1,<=,70000000,Exists,t1,+,5990605,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.876345,TRUE
ForAll,7817382,<=,t1,And,t1,<=,70000000,Exists,t1,+,636400,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.157497,TRUE
ForAll,5509452,<=,t1,And,t1,<=,70000000,Exists,t1,+,1124440,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.333595,TRUE
ForAll,12146891,<=,t1,And,t1,<=,70000000,Exists,t1,+,7261276,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.508504,TRUE
ForAll,5017271,<=,t1,And,t1,<=,70000000,Exists,t1,+,36570,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.445346,TRUE
ForAll,18040312,<=,t1,And,t1,<=,70000000,Exists,t1,+,7479148,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.477599,TRUE
ForAll,11428155,<=,t1,And,t1,<=,70000000,Exists,t1,+,115529,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.626142,TRUE
ForAll,6235561,<=,t1,And,t1,<=,70000000,Exists,t1,+,8785986,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.914356,TRUE
ForAll,19724856,<=,t1,And,t1,<=,70000000,Exists,t1,+,5143542,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.857143,TRUE
ForAll,7743110,<=,t1,And,t1,<=,70000000,Exists,t1,+,4335536,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.303380,TRUE
ForAll,15062326,<=,t1,And,t1,<=,70000000,Exists,t1,+,4290298,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.012949,TRUE
ForAll,7674705,<=,t1,And,t1,<=,70000000,Exists,t1,+,9134264,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.435781,TRUE
ForAll,15428538,<=,t1,And,t1,<=,70000000,Exists,t1,+,2266176,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.604153,TRUE
ForAll,7864307,<=,t1,And,t1,<=,70000000,Exists,t1,+,7832420,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,15.001522,TRUE
ForAll,5739260,<=,t1,And,t1,<=,70000000,Exists,t1,+,214298,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.288577,TRUE
ForAll,15980629,<=,t1,And,t1,<=,70000000,Exists,t1,+,2915057,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.480385,TRUE
ForAll,18769746,<=,t1,And,t1,<=,70000000,Exists,t1,+,6103732,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.203927,TRUE
ForAll,12848146,<=,t1,And,t1,<=,70000000,Exists,t1,+,8002301,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.258431,TRUE
ForAll,16903020,<=,t1,And,t1,<=,70000000,Exists,t1,+,2735179,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.882434,TRUE
ForAll,12994372,<=,t1,And,t1,<=,70000000,Exists,t1,+,7913115,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.481553,TRUE
ForAll,16777810,<=,t1,And,t1,<=,70000000,Exists,t1,+,7938712,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.318936,TRUE
ForAll,11629632,<=,t1,And,t1,<=,70000000,Exists,t1,+,6381710,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.695206,TRUE
ForAll,5549432,<=,t1,And,t1,<=,70000000,Exists,t1,+,8872182,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.667613,TRUE
ForAll,17815564,<=,t1,And,t1,<=,70000000,Exists,t1,+,1107960,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.620499,TRUE
ForAll,17758418,<=,t1,And,t1,<=,70000000,Exists,t1,+,4613070,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.063182,TRUE
ForAll,18417039,<=,t1,And,t1,<=,70000000,Exists,t1,+,3303597,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.555054,TRUE
ForAll,10839139,<=,t1,And,t1,<=,70000000,Exists,t1,+,6993284,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.903350,TRUE
ForAll,18975657,<=,t1,And,t1,<=,70000000,Exists,t1,+,7886187,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.552474,TRUE
ForAll,14814008,<=,t1,And,t1,<=,70000000,Exists,t1,+,9194241,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.299595,TRUE
ForAll,5553266,<=,t1,And,t1,<=,70000000,Exists,t1,+,6322297,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.456320,TRUE
ForAll,5786057,<=,t1,And,t1,<=,70000000,Exists,t1,+,3688736,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.759895,TRUE
ForAll,14164124,<=,t1,And,t1,<=,70000000,Exists,t1,+,3290891,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.124450,TRUE
ForAll,17492226,<=,t1,And,t1,<=,70000000,Exists,t1,+,6734658,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.188316,TRUE
ForAll,10045194,<=,t1,And,t1,<=,70000000,Exists,t1,+,9886910,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.935502,TRUE
ForAll,7451440,<=,t1,And,t1,<=,70000000,Exists,t1,+,5014969,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.919797,TRUE
ForAll,10932413,<=,t1,And,t1,<=,70000000,Exists,t1,+,5337286,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.378854,TRUE
ForAll,2817816,<=,t1,And,t1,<=,70000000,Exists,t1,+,2113348,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.477184,TRUE
ForAll,8047927,<=,t1,And,t1,<=,70000000,Exists,t1,+,9186573,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,14.962528,TRUE
ForAll,3156154,<=,t1,And,t1,<=,70000000,Exists,t1,+,3020370,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.926868,TRUE
ForAll,17977064,<=,t1,And,t1,<=,70000000,Exists,t1,+,6775787,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.458085,TRUE
ForAll,12131929,<=,t1,And,t1,<=,70000000,Exists,t1,+,9127096,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.725025,TRUE
ForAll,19330130,<=,t1,And,t1,<=,70000000,Exists,t1,+,8757772,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.647665,TRUE
ForAll,14155571,<=,t1,And,t1,<=,70000000,Exists,t1,+,1417370,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.846947,TRUE
ForAll,9696848,<=,t1,And,t1,<=,70000000,Exists,t1,+,2948702,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,12.861030,TRUE
ForAll,19338056,<=,t1,And,t1,<=,70000000,Exists,t1,+,6553957,<=,t2,And,t2,<=,t1,+,30000000,y5[ToInt(RealVal(0)+(t2-0.0)/10000.0)],-,y4[ToInt(RealVal(0)+(t2-0.0)/10000.0)],>,13.094952,TRUE
